Date Signed,Project Number,Project Name,Country Code,Developing Member Country,Region,Department,Operations Division,Category Type (Sovereign/Nonsovereign Financing),Project Financing Amount ($ million),Mode of Financial Assistance,Product Type,Loan/Grant/Investment/Approval Number,Project Financing Type,Fund Source,Signed amount ($ million),Primary Sector,Sector,Climate Change Response,Climate Change Impact on the Project,Mitigation Finance ($ million),Adaptation Finance ($ million),Type of Financing,Currency,Project URL,,,,,,,
9-Mar-2022,54152-001,Sustainable Development Goals Indonesia One - Green Finance Facility (Phase 1),INO,Indonesia,Southeast Asia,SERD,SEPF; SEOD,Sovereign,424.705,Credit line (loan),Loan,4172,ADB funds,OCR,150.000,Finance,Finance,Dual-use,Medium,134.100,3.080,Investment,USD,https://www.adb.org/projects/54152-001/main,,,,,,,
15-Feb-2022,54152-001,Sustainable Development Goals Indonesia One – Green Finance Facility (Phase 1) [Attached TA to Sustainable Development Goals Indonesia One - Green Finance Facility (Phase 1)],INO,Indonesia,Southeast Asia,SERD,SEPF; SEOD,Sovereign,,TRTA,Technical assistance,6906,ADB funds,Financial Sector Development Partnership Special Fund,0.375,Finance,Finance,Dual-use,Medium,0.008,0.335,Technical assistance,USD,https://www.adb.org/projects/54152-001/main,,,,,,,
15-Feb-2022,54152-001,Sustainable Development Goals Indonesia One – Green Finance Facility (Phase 1) [Attached TA to Sustainable Development Goals Indonesia One - Green Finance Facility (Phase 1)],INO,Indonesia,Southeast Asia,SERD,SEPF; SEOD,Sovereign,,TRTA,Technical assistance,6906,Cofinancing (Full administration),Australia,1.200,Finance,Finance,Dual-use,Medium,0.025,1.073,Technical assistance,USD,https://www.adb.org/projects/54152-001/main,,,,,,,
8-Sep-2022,54328-001,Unlocking the Potential for Climate Change- and Disaster-Resilient Multisector Provincial Projects,VIE,Viet Nam,Southeast Asia,SERD,VRM,Sovereign,,TRTA,Technical assistance,6843,ADB funds,Technical Assistance Special Fund,1.000,Transport,Water and other urban infrastructure and services,Adaptation,High,,1.000,Technical assistance,USD,https://www.adb.org/projects/54328-001/main,,,,,,,
15-Dec-2022,54332-001,Supporting Innovation in the Philippine Technical and Vocational Education and Training System Project,PHI,Philippines,Southeast Asia,SERD,SEHS,Sovereign,117.300,Project loan,Loan,4268,ADB funds,OCR,100.000,Education,Education,Dual-use,Medium,2.700,3.270,Investment,USD,https://www.adb.org/projects/54332-001/main,,,,,,,
25-Oct-2022,54429-001,Dili West Water Supply Project,TIM,Timor-Leste,Southeast Asia,SERD,SEUW,Sovereign,155.000,Project loan,Loan,4213,ADB funds,OCR,50.000,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Medium,0.241,19.723,Investment,USD,https://www.adb.org/projects/54429-001/main,,,,,,,
25-Oct-2022,54429-001,Dili West Water Supply Project,TIM,Timor-Leste,Southeast Asia,SERD,SEUW,Sovereign,,Project loan,Loan,4214,ADB funds,Concessional OCR,77.000,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Medium,,19.723,Investment,USD,https://www.adb.org/projects/54429-001/main,,,,,,,
22-Dec-2022,54430-001,"Energy Transition Sector Development Program, Subprogram 1",CAM,Cambodia,Southeast Asia,SERD,SEEN,Sovereign,79.020,SDP - Program loan,Loan,4285,ADB funds,Concessional OCR,40.000,Energy,Energy,Dual-use,Low,27.270,12.720,Investment,USD,https://www.adb.org/projects/54430-001/main,,,,,,,
22-Dec-2022,54430-001,"Energy Transition Sector Development Program, Subprogram 1",CAM,Cambodia,Southeast Asia,SERD,SEEN,Sovereign,,SDP - Program loan,Loan,8434,Cofinancing (Full administration),Green Climate Fund,12.000,Energy,Energy,Dual-use,Low,12.000,,Investment,USD,https://www.adb.org/projects/54430-001/main,,,,,,,
22-Dec-2022,54430-001,"Energy Transition Sector Development Program, Subprogram 1",CAM,Cambodia,Southeast Asia,SERD,SEEN,Sovereign,,SDP - Program loan,Loan,8435,Cofinancing (Full administration),ASEAN Infrastructure Fund,10.000,Energy,Energy,Dual-use,Low,6.820,3.180,Investment,USD,https://www.adb.org/projects/54430-001/main,,,,,,,
22-Dec-2022,54430-001,"Energy Transition Sector Development Program, Subprogram 1",CAM,Cambodia,Southeast Asia,SERD,SEEN,Sovereign,,SDP - Program loan,Loan,8436,Cofinancing (Full administration),Climate Investment Funds (Strategic Climate Fund-Scaling Up Renewable Energy Program),6.000,Energy,Energy,Dual-use,Low,6.000,,Investment,USD,https://www.adb.org/projects/54430-001/main,,,,,,,
22-Dec-2022,54430-001,"Energy Transition Sector Development Program, Subprogram 1",CAM,Cambodia,Southeast Asia,SERD,SEEN,Sovereign,,SDP - Program loan,Grant,0878,Cofinancing (Full administration),Climate Investment Funds (Strategic Climate Fund-Scaling Up Renewable Energy Program),5.000,Energy,Energy,Dual-use,Low,5.000,,Investment,USD,https://www.adb.org/projects/54430-001/main,,,,,,,
22-Dec-2022,54430-001,"Supporting the Energy Transition Sector Development Program (attached TA to Energy Transition Sector Development Program, Subprogram 1)",CAM,Cambodia,Southeast Asia,SERD,SEEN,Sovereign,,TRTA,Technical assistance,10052,ADB funds,Technical Assistance Special Fund,1.200,Energy,Energy,Dual-use,Low,1.200,,Technical assistance,USD,https://www.adb.org/projects/54430-001/main,,,,,,,
22-Dec-2022,54430-001,"Supporting the Energy Transition Sector Development Program (attached TA to Energy Transition Sector Development Program, Subprogram 1)",CAM,Cambodia,Southeast Asia,SERD,SEEN,Sovereign,,TRTA,Technical assistance,10052,Cofinancing (Full administration),Green Climate Fund,0.500,Energy,Energy,Dual-use,Low,0.500,,Technical assistance,USD,https://www.adb.org/projects/54430-001/main,,,,,,,
6-Apr-2022,54445-001,"Public-Private Partnerships, Private Sector Development, and State-Owned Enterprise Reform",VIE,Viet Nam,Southeast Asia,SERD,VRM; SEER,Sovereign,6.600,KSTA,Technical assistance,6734,Cofinancing (Full administration),Australia,1.900,Public sector management,Industry and trade,Dual-use,Low,0.215,0.463,Technical assistance,USD,https://www.adb.org/projects/54445-001/main,,,,,,,
6-Apr-2022,54445-001,"Public-Private Partnerships, Private Sector Development, and State-Owned Enterprise Reform",VIE,Viet Nam,Southeast Asia,SERD,VRM; SEER,Sovereign,,KSTA,Technical assistance,6734,Cofinancing (Full administration),Canada,2.700,Public sector management,Public sector management,Dual-use,Low,0.130,,Technical assistance,USD,https://www.adb.org/projects/54445-001/main,,,,,,,
8-Jun-2022,54445-001,"Public-Private Partnerships, Private Sector Development, and State-Owned Enterprise Reform",VIE,Viet Nam,Southeast Asia,SERD,VRM; SEER,Sovereign,,KSTA,Technical assistance,6734,Cofinancing (Full administration),Australia,2.000,Public sector management,,Dual-use,Low,,,Technical assistance,USD,https://www.adb.org/projects/54445-001/main,,,,,,,
19-Dec-2022,55020-001,Infrastructure Improvement for Shrimp Aquaculture Project,INO,Indonesia,Southeast Asia,SERD,SEER,Sovereign,104.115,Sector loan,Loan,4283,ADB funds,OCR,102.899,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,High,,12.600,Investment,USD,https://www.adb.org/projects/55020-001/main,,,,,,,
21-Dec-2022,55063-001,Promoting Research and Innovation through Modern and Efficient Science and Technology Parks Project,INO,Indonesia,Southeast Asia,SERD,SEHS,Sovereign,152.800,Project loan,Loan,4272,ADB funds,OCR,149.979,Education,Education,Dual-use,Medium,8.800,2.430,Investment,USD,https://www.adb.org/projects/55063-001/main,,,,,,,
13-Sep-2022,55124-001,Accelerating the Clean Energy Transition in Southeast Asia,CAM; INO; LAO; PHI; REG; THA; TIM; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Philippines; Regional; Thailand; Timor-Leste; Viet Nam,Southeast Asia,SERD,SEEN,Sovereign,,KSTA,Technical assistance,6744,Cofinancing (Full administration),Climate Investment Funds (Clean Technology Fund),1.000,Energy,Energy,Mitigation,Medium,1.000,,Technical assistance,USD,https://www.adb.org/projects/55124-001/main,,,,,,,
22-Dec-2022,55134-001,Science and Technology Project in Upper Secondary Education,CAM,Cambodia,Southeast Asia,SERD,SEHS,Sovereign,78.240,Project loan,Loan,4244,ADB funds,Concessional OCR,70.000,Education,Education,Dual-use,Medium,0.960,1.530,Investment,USD,https://www.adb.org/projects/55134-001/main,,,,,,,
4-Dec-2022,55224-002,Developing Green City Action Plans to Accelerate Post-COVID-19 Competitiveness and Resilience (Subproject 1),MAL,Malaysia,Southeast Asia,SERD,SERC,Sovereign,1.200,KSTA,Technical assistance,10053,ADB funds,Technical Assistance Special Fund,1.200,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Low,0.100,0.100,Technical assistance,USD,https://www.adb.org/projects/55224-002/main,,,,,,,
28-Dec-2022,55235-001,"State-Owned Enterprises’ Reform Program, Subprogram 1",INO,Indonesia,Southeast Asia,SERD,IRM; SEPF,Sovereign,795.860,Programmatic Approach Policy-Based Lending (Loan),Loan,4251,ADB funds,OCR,500.000,Public sector management,Public sector management,Dual-use,Low,55.000,38.330,Investment,USD,https://www.adb.org/projects/55235-001/main,,,,,,,
22-Dec-2022,55255-001,"Trade and Competitiveness Program, Subprogram 1",CAM,Cambodia,Southeast Asia,SERD,SEPF,Sovereign,50.000,Programmatic Approach Policy-Based Lending (Loan),Loan,4267,ADB funds,Concessional OCR,50.000,Industry and trade,Industry and trade,Dual-use,Low,3.890,6.110,Investment,USD,https://www.adb.org/projects/55255-001/main,,,,,,,
1-Jun-2022,55268-001,"Climate Change Action Program, Subprogram 1",PHI,Philippines,Southeast Asia,SERD,SEEN; SEER; SEOD,Sovereign,421.675,Programmatic Approach Policy-Based Lending (Loan),Loan,4186,ADB funds,OCR,250.000,Energy,Energy,Dual-use,Low,71.428,,Investment,USD,https://www.adb.org/projects/55268-001/main,,,,,,,
1-Jun-2022,55268-001,"Climate Change Action Program, Subprogram 1",PHI,Philippines,Southeast Asia,SERD,SEEN; SEER; SEOD,Sovereign,,Programmatic Approach Policy-Based Lending (Loan),Loan,4186,ADB funds,OCR,,Energy,"Agriculture, natural resources and rural development",Dual-use,Low,,89.286,Investment,USD,https://www.adb.org/projects/55268-001/main,,,,,,,
1-Jun-2022,55268-001,"Climate Change Action Program, Subprogram 1",PHI,Philippines,Southeast Asia,SERD,SEEN; SEER; SEOD,Sovereign,,Programmatic Approach Policy-Based Lending (Loan),Loan,4186,ADB funds,OCR,,Energy,Finance,Dual-use,Low,44.643,44.643,Investment,USD,https://www.adb.org/projects/55268-001/main,,,,,,,
29-Dec-2022,55268-002,"Accelerating Climate Resilience in Agriculture, Natural Resources and the Environment",PHI,Philippines,Southeast Asia,SERD,SEER,Sovereign,2.750,TRTA,Technical assistance,10009,ADB funds,Technical Assistance Special Fund,0.250,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Low,,0.250,Technical assistance,USD,https://www.adb.org/projects/55268-002/main,,,,,,,
29-Dec-2022,55268-002,"Accelerating Climate Resilience in Agriculture, Natural Resources and the Environment",PHI,Philippines,Southeast Asia,SERD,SEER,Sovereign,,TRTA,Technical assistance,10009,Cofinancing (Full administration),Japan Fund for Prosperous and Resilient Asia and the Pacific,2.000,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Low,,2.000,Technical assistance,USD,https://www.adb.org/projects/55268-002/main,,,,,,,
29-Dec-2022,55268-002,"Accelerating Climate Resilience in Agriculture, Natural Resources and the Environment",PHI,Philippines,Southeast Asia,SERD,SEER,Sovereign,,TRTA,Technical assistance,10009,Cofinancing (Full administration),Cooperation Fund for Project Preparation in the Greater Mekong Subregion and in Other Specific Asian Countries,0.500,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Low,,0.500,Technical assistance,USD,https://www.adb.org/projects/55268-002/main,,,,,,,
10-Oct-2022,55327-002,VinFast Trading and Production Joint Stock Company: Mainstreaming Electric Vehicles to Reduce Greenhouse Gas Emissions,VIE,Viet Nam,Southeast Asia,SERD,VRM,Nonsovereign,0.950,TRTA,Technical assistance,6997,Cofinancing (Full administration),Australian Climate Finance Partnership,0.750,Transport,Transport,Dual-use,High,0.400,0.350,Technical assistance,USD,https://www.adb.org/projects/55327-002/main,,,,,,,
10-Oct-2022,55327-002,VinFast Trading and Production Joint Stock Company: Mainstreaming Electric Vehicles to Reduce Greenhouse Gas Emissions,VIE,Viet Nam,Southeast Asia,SERD,VRM,Nonsovereign,,TRTA,Technical assistance,6997,Cofinancing (Full administration),Climate Investment Funds (Clean Technology Fund),0.200,Transport,Transport,Dual-use,High,0.100,0.100,Technical assistance,USD,https://www.adb.org/projects/55327-002/main,,,,,,,
21-Dec-2022,56132-001,Smart and Livable Cities in Southeast Asia,CAM; INO; LAO; MAL; PHI; REG; THA; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Philippines; Regional (Southeast Asia); Thailand; Viet Nam,Southeast Asia,SERD,SEUW,Sovereign,2.500,KSTA,Technical assistance,10069,ADB funds,Technical Assistance Special Fund,0.750,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Low,0.100,0.100,Technical assistance,USD,https://www.adb.org/projects/56132-001/main,,,,,,,
21-Dec-2022,56132-001,Smart and Livable Cities in Southeast Asia,CAM; INO; LAO; MAL; PHI; REG; THA; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Philippines; Regional (Southeast Asia); Thailand; Viet Nam,Southeast Asia,SERD,SEUW,Sovereign,,KSTA,Technical assistance,10069,Cofinancing (Full administration),ASEAN Australia Smart Cities Trust Fund,1.750,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Low,0.100,0.100,Technical assistance,USD,https://www.adb.org/projects/56132-001/main,,,,,,,
29-Dec-2022,56159-001,Strengthening the Bio-Circular-Green Economy,THA,Thailand,Southeast Asia,SERD,TRM,Sovereign,1.333,KSTA,Technical assistance,10079,ADB funds,Technical Assistance Special Fund,0.500,Finance,Finance,Dual-use,Low,0.250,0.100,Technical assistance,USD,https://www.adb.org/projects/56159-001/main,,,,,,,
29-Dec-2022,56159-001,Strengthening the Bio-Circular-Green Economy,THA,Thailand,Southeast Asia,SERD,TRM,Sovereign,,KSTA,Technical assistance,10079,Cofinancing (Full administration),Australia,0.333,Finance,Finance,Dual-use,Low,,,Technical assistance,USD,https://www.adb.org/projects/56159-001/main,,,,,,,
29-Dec-2022,56159-001,Strengthening the Bio-Circular-Green Economy,THA,Thailand,Southeast Asia,SERD,TRM,Sovereign,,KSTA,Technical assistance,10079,Cofinancing (Full administration),Republic of Korea e-Asia and Knowledge Partnership Fund,0.500,Finance,Finance,Dual-use,Low,0.250,0.100,Technical assistance,USD,https://www.adb.org/projects/56159-001/main,,,,,,,
2-Nov-2022,56186-001,Accelerating Climate Transitions through Green Finance in Southeast Asia,CAM; INO; LAO; MAL; PHI; REG; THA; TIM; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Philippines; Regional; Thailand; Timor-Leste; Viet Nam,Southeast Asia,SERD,SEOD,Sovereign,15.000,KSTA,Technical assistance,6983,ADB funds,Technical Assistance Special Fund,4.900,Finance,Water and other urban infrastructure and services,Dual-use,Low,0.647,0.353,Technical assistance,USD,https://www.adb.org/projects/56186-001/main,,,,,,,
2-Nov-2022,56186-001,Accelerating Climate Transitions through Green Finance in Southeast Asia,CAM; INO; LAO; MAL; PHI; REG; THA; TIM; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Philippines; Regional; Thailand; Timor-Leste; Viet Nam,Southeast Asia,SERD,SEOD,Sovereign,,KSTA,Technical assistance,6983,ADB funds,Technical Assistance Special Fund,,Finance,Transport,Dual-use,Low,0.582,0.318,Technical assistance,USD,https://www.adb.org/projects/56186-001/main,,,,,,,
2-Nov-2022,56186-001,Accelerating Climate Transitions through Green Finance in Southeast Asia,CAM; INO; LAO; MAL; PHI; REG; THA; TIM; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Philippines; Regional; Thailand; Timor-Leste; Viet Nam,Southeast Asia,SERD,SEOD,Sovereign,,KSTA,Technical assistance,6983,ADB funds,Technical Assistance Special Fund,,Finance,Energy,Dual-use,Low,0.647,0.353,Technical assistance,USD,https://www.adb.org/projects/56186-001/main,,,,,,,
2-Nov-2022,56186-001,Accelerating Climate Transitions through Green Finance in Southeast Asia,CAM; INO; LAO; MAL; PHI; REG; THA; TIM; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Philippines; Regional; Thailand; Timor-Leste; Viet Nam,Southeast Asia,SERD,SEOD,Sovereign,,KSTA,Technical assistance,6983,ADB funds,Technical Assistance Special Fund,,Finance,Finance,Dual-use,Low,0.647,0.353,Technical assistance,USD,https://www.adb.org/projects/56186-001/main,,,,,,,
2-Nov-2022,56186-001,Accelerating Climate Transitions through Green Finance in Southeast Asia,CAM; INO; LAO; MAL; PHI; REG; THA; TIM; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Philippines; Regional; Thailand; Timor-Leste; Viet Nam,Southeast Asia,SERD,SEOD,Sovereign,,KSTA,Technical assistance,6983,ADB funds,Technical Assistance Special Fund,,Finance,"Agriculture, natural resources and rural development",Dual-use,Low,0.647,0.353,Technical assistance,USD,https://www.adb.org/projects/56186-001/main,,,,,,,
2-Nov-2022,56186-001,Accelerating Climate Transitions through Green Finance in Southeast Asia,CAM; INO; LAO; MAL; PHI; REG; THA; TIM; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Philippines; Regional; Thailand; Timor-Leste; Viet Nam,Southeast Asia,SERD,SEOD,Sovereign,,KSTA,Technical assistance,6983,Cofinancing (Full administration),Green Climate Fund,10.100,Finance,Water and other urban infrastructure and services,Dual-use,Low,1.333,0.728,Technical assistance,USD,https://www.adb.org/projects/56186-001/main,,,,,,,
2-Nov-2022,56186-001,Accelerating Climate Transitions through Green Finance in Southeast Asia,CAM; INO; LAO; MAL; PHI; REG; THA; TIM; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Philippines; Regional; Thailand; Timor-Leste; Viet Nam,Southeast Asia,SERD,SEOD,Sovereign,,KSTA,Technical assistance,6983,Cofinancing (Full administration),Green Climate Fund,,Finance,Transport,Dual-use,Low,1.199,0.657,Technical assistance,USD,https://www.adb.org/projects/56186-001/main,,,,,,,
2-Nov-2022,56186-001,Accelerating Climate Transitions through Green Finance in Southeast Asia,CAM; INO; LAO; MAL; PHI; REG; THA; TIM; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Philippines; Regional; Thailand; Timor-Leste; Viet Nam,Southeast Asia,SERD,SEOD,Sovereign,,KSTA,Technical assistance,6983,Cofinancing (Full administration),Green Climate Fund,,Finance,Energy,Dual-use,Low,1.333,0.728,Technical assistance,USD,https://www.adb.org/projects/56186-001/main,,,,,,,
2-Nov-2022,56186-001,Accelerating Climate Transitions through Green Finance in Southeast Asia,CAM; INO; LAO; MAL; PHI; REG; THA; TIM; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Philippines; Regional; Thailand; Timor-Leste; Viet Nam,Southeast Asia,SERD,SEOD,Sovereign,,KSTA,Technical assistance,6983,Cofinancing (Full administration),Green Climate Fund,,Finance,Finance,Dual-use,Low,1.333,0.728,Technical assistance,USD,https://www.adb.org/projects/56186-001/main,,,,,,,
2-Nov-2022,56186-001,Accelerating Climate Transitions through Green Finance in Southeast Asia,CAM; INO; LAO; MAL; PHI; REG; THA; TIM; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Philippines; Regional; Thailand; Timor-Leste; Viet Nam,Southeast Asia,SERD,SEOD,Sovereign,,KSTA,Technical assistance,6983,Cofinancing (Full administration),Green Climate Fund,,Finance,"Agriculture, natural resources and rural development",Dual-use,Low,1.333,0.728,Technical assistance,USD,https://www.adb.org/projects/56186-001/main,,,,,,,
8-Dec-2022,56249-001,Paris Agreement Alignment of Mekong Delta Region Master Plan Transport Projects,VIE,Viet Nam,Southeast Asia,SERD,SETC,Sovereign,0.200,KSTA,Technical assistance,10026,ADB funds,Technical Assistance Special Fund,0.200,Transport,Transport,Dual-use,Low,0.100,0.100,Technical assistance,USD,https://www.adb.org/projects/56249-001/main,,,,,,,
23-Dec-2022,56295-001,Integrating Gender and Social Inclusion Dimensions in Climate Change Interventions in Southeast Asia,CAM; INO; LAO; PHI; REG; THA; TIM; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Philippines; Regional (Southeast Asia); Thailand; Timor-Leste; Viet Nam,Regional,SERD,SEOD,Sovereign,1.350,KSTA,Technical assistance,10089,ADB funds,Technical Assistance Special Fund,1.350,Energy,Energy,Dual-use,Low,0.713,0.338,Technical assistance,USD,https://www.adb.org/projects/56295-001/main,,,,,,,
23-Dec-2022,56295-001,Integrating Gender and Social Inclusion Dimensions in Climate Change Interventions in Southeast Asia,CAM; INO; LAO; PHI; REG; THA; TIM; VIE,Cambodia; Indonesia; Lao People's Democratic Republic; Philippines; Regional (Southeast Asia); Thailand; Timor-Leste; Viet Nam,Regional,SERD,SEOD,Sovereign,,KSTA,Technical assistance,10089,ADB funds,Technical Assistance Special Fund,,Energy,Industry and trade,Dual-use,Low,0.150,0.150,Technical assistance,USD,https://www.adb.org/projects/56295-001/main,,,,,,,
20-Jul-2022,CCFADC00056,PHI: Accelerating Climate-Resilient Agriculture in the Philippines,PHI,Philippines,Southeast Asia,SERD,SEER,Sovereign,0.150,Direct charge,Other, CCFADC00056,ADB funds,Climate Change Fund,0.150,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,,,0.150,Direct Charge,USD,,,,,,,,
6-Jun-2022,CCFADC00054,REG: Scoping for climate adaptation and resilience in Asian Development Fund 14,REG,Regional,Regional,SPD,SPOP,Sovereign,0.150,Direct charge,Other, CCFADC00054,ADB funds,Climate Change Fund,0.150,Multisector,Multisector,Adaptation,,,0.150,Direct Charge,USD,,,,,,,,
4-Jan-2022,CCFADC00080,REG: Support for Clean Energy Financing Partnership Facility Administration,REG,Regional,Regional,SPD,,Sovereign,0.150,Direct charge,Other,CCFADC00080,ADB funds,Climate Change Fund,0.150,Energy,Energy,Mitigation,,0.150,,Direct Charge,USD,,,,,,,,
