Date Signed,Project Number,Project Name,Country Code,Developing Member Country,Region,Department,Operations Division,Category Type (Sovereign/Nonsovereign Financing),Project Financing Amount ($ million),Mode of Financial Assistance,Product Type,Loan/Grant/Investment/Approval Number,Project Financing Type,Fund Source,Signed amount ($ million),Primary Sector,Sector,Climate Change Response,Climate Change Impact on the Project,Mitigation Finance ($ million),Adaptation Finance ($ million),Type of Financing,Currency,Project URL,,,,
07-Dec-23,51035-006,Health Services Sector Development Program (Second Additional Financing),PNG,Papua New Guinea,Pacific,PARD,PASP,Sovereign,,Investment Support,Grant,0910,ADB funds,ADF,7,Health,Health,Dual-use,Medium,0.07,0.408,Investment,US$,https://www.adb.org/projects/51035-006/main,,,,
07-Dec-23,51035-006,Health Services Sector Development Program (Second Additional Financing),PNG,Papua New Guinea,Pacific,PARD,PASP,Sovereign,,Investment Support,Grant cofinancing,0911,Cofinancing (Full administration),Australia,21.6,Health,Health,Dual-use,Medium,0.275,1.52,Investment,US$,https://www.adb.org/projects/51035-006/main,,,,
21-Nov-23,53045-004,Nuku’alofa Port Upgrade Project (Additional Financing),TON,Tonga,Pacific,PARD,PATC,Sovereign,33.5,Investment Support,Grant,0889,ADB funds,ADF,10,Transport,Transport,Dual-use,High,2.03,5.03,Investment,US$,https://www.adb.org/projects/53045-004/main,,,,
21-Nov-23,53045-004,Nuku’alofa Port Upgrade Project (Additional Financing),TON,Tonga,Pacific,PARD,PATC,Sovereign,,Investment Support,Grant cofinancing,0890,Cofinancing (Full administration),Australia,20,Transport,Transport,Dual-use,High,2.71,6.71,Investment,US$,https://www.adb.org/projects/53045-004/main,,,,
19-Dec-23,53284-003,Chuuk Water Supply and Sanitation Project (Additional Financing),FSM,Federated States of Micronesia,Pacific,PARD,PAUW,Sovereign,19.19,Investment Support,Grant,0932,ADB funds,ADF,18,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Medium,,17.9,Investment,US$,https://www.adb.org/projects/53284-003/main,,,,
14-Dec-23,55050-002,Senior Secondary Education Improvement Project,SOL,Solomon Islands,Pacific,PARD,PASP,Sovereign,45.7,Investment Support,Loan,4403,ADB funds,Concessional OCR,10,Education,Education,Dual-use,Medium,0.154,5.8,Investment,US$,https://www.adb.org/projects/55050-002/main,,,,
14-Dec-23,55050-002,Senior Secondary Education Improvement Project,SOL,Solomon Islands,Pacific,PARD,PASP,Sovereign,,Investment Support,Grant,0919,ADB funds,ADF,35,Education,Education,Dual-use,Medium,0.094,17.9,Investment,US$,https://www.adb.org/projects/55050-002/main,,,,
14-Dec-23,55050-002,Senior Secondary Education Improvement Project,SOL,Solomon Islands,Pacific,PARD,PASP,Sovereign,,Investment Support,Grant cofinancing,0920,Cofinancing (Full administration),Ireland Trust Fund for Building Climate Change and Disaster Resilience in Small Island Developing States,0.7,Education,Education,Dual-use,Medium,,0.7,Investment,US$,https://www.adb.org/projects/55050-002/main,,,,
14-Dec-23,55180-001,Climate-Resilient Health Infrastructure and Systems Project,KIR,Kiribati,Pacific,PARD,PASP,Sovereign,29,Investment Support,Grant,0917,ADB funds,ADF,27,Health,Health,Adaptation,Medium,,19.97,Investment,US$,https://www.adb.org/projects/55180-001/main,,,,
15-Dec-23,55254-001,Integrated Aged Care Project,TON,Tonga,Pacific,PARD,PASP,Sovereign,16.175,Investment Support,Grant,0915,ADB funds,ADF,11.5,Public sector management,Public sector management,Adaptation,Medium,,2.05,Investment,US$,https://www.adb.org/projects/55254-001/main,,,,
15-Dec-23,55254-001,Integrated Aged Care Project,TON,Tonga,Pacific,PARD,PASP,Sovereign,,Investment Support,Grant,0916,ADB funds,Climate Change Fund,0.6,Public sector management,Public sector management,Adaptation,Medium,,0.6,Investment,US$,https://www.adb.org/projects/55254-001/main,,,,
15-Dec-23,55254-001,Integrated Aged Care Project,TON,Tonga,Pacific,PARD,PASP,Sovereign,,Investment Support,Grant cofinancing,9237,Cofinancing (Full administration),Japan Fund for Prosperous and Resilient Asia and the Pacific,3,Public sector management,Public sector management,Adaptation,Medium,,0.11,Investment,US$,https://www.adb.org/projects/55254-001/main,,,,
14-Mar-23,56138-001,Pacific Disaster Resilience Program (Phase 4),SOL,Solomon Islands,Pacific,PARD,PASP,Sovereign,42.4,Policy-Based Support,Loan,4300,ADB funds,Concessional OCR,5,Public sector management,Public sector management,Adaptation,Low,,3.125,Investment,US$,https://www.adb.org/projects/56138-001/main,,,,
21-Mar-23,56138-001,Pacific Disaster Resilience Program (Phase 4),SAM,Samoa,Pacific,PARD,PASP,Sovereign,,Policy-Based Support,Grant,0881,ADB funds,ADF,10,Public sector management,Public sector management,Adaptation,Low,,6.071,Investment,US$,https://www.adb.org/projects/56138-001/main,,,,
24-Mar-23,56138-001,Pacific Disaster Resilience Program (Phase 4),KIR,Kiribati,Pacific,PARD,PASP,Sovereign,,Policy-Based Support,Grant,0882,ADB funds,ADF,8,Public sector management,Public sector management,Adaptation,Low,,2.4,Investment,US$,https://www.adb.org/projects/56138-001/main,,,,
15-Mar-23,56138-001,Pacific Disaster Resilience Program (Phase 4),TON,Tonga,Pacific,PARD,PASP,Sovereign,,Policy-Based Support,Grant,0883,ADB funds,ADF,10,Public sector management,Public sector management,Adaptation,Low,,5.714,Investment,US$,https://www.adb.org/projects/56138-001/main,,,,
14-Mar-23,56138-001,Pacific Disaster Resilience Program (Phase 4),SOL,Solomon Islands,Pacific,PARD,PASP,Sovereign,,Policy-Based Support,Grant,0884,ADB funds,ADF,5,Public sector management,Public sector management,Adaptation,Low,,3.125,Investment,US$,https://www.adb.org/projects/56138-001/main,,,,
24-Nov-23,56284-001,"Sustainable and Inclusive Economic Recovery Program, Subprogram 1",KIR,Kiribati,Pacific,PARD,PASP,Sovereign,21.984,Policy-Based Support,Grant,0914,ADB funds,ADF,5,Public sector management,Public sector management,Dual-use,Low,0.278,0.833,Investment,US$,https://www.adb.org/projects/56284-001/main,,,,
27-Sep-23,56329-001,Regional Initiative on Accelerated Energy Transition for the Pacific Small Island Developing States,COO; FIJ; FSM; KIR; NAU; NIU; PAL; PNG; RMI; SAM; SOL; TON ;TUV; VAN; REG,Regional (Pacific),Pacific,SG,SG-ENE,Sovereign,1,KSTA,Technical assistance,10153,ADB funds,Technical Assistance Special Fund,1,Energy,Energy,Adaptation,Low,,0.5,Technical assistance,US$,https://www.adb.org/projects/56329-001/main,,,,
27-Sep-23,56329-001,Regional Initiative on Accelerated Energy Transition for the Pacific Small Island Developing States,COO; FIJ; FSM; KIR; NAU; NIU; PAL; PNG; RMI; SAM; SOL; TON ;TUV; VAN; REG,Regional (Pacific),Pacific,SG,SG-ENE,Sovereign,,KSTA,Technical assistance,10153,ADB funds,Technical Assistance Special Fund,,Energy,Finance,Adaptation,Low,,0.5,Technical assistance,US$,https://www.adb.org/projects/56329-001/main,,,,
20-Dec-23,57034-001,Strengthening Resilient and Sustainable Urban and Water Service Delivery in the Pacific,COO; FIJ; FSM; KIR; NAU; NIU; PAL; PNG; RMI; SAM; SOL; TON; TUV; VAN; REG ,Regional (Pacific),Pacific,SG,SG-WUD,Sovereign,4.85,KSTA,Technical assistance,10267,ADB funds,Technical Assistance Special Fund,3.5,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Low,,1.75,Technical assistance,US$,https://www.adb.org/projects/57034-001/main,,,,
20-Dec-23,57034-001,Strengthening Resilient and Sustainable Urban and Water Service Delivery in the Pacific,COO; FIJ; FSM; KIR; NAU; NIU; PAL; PNG; RMI; SAM; SOL; TON; TUV; VAN; REG ,Regional (Pacific),Pacific,SG,SG-WUD,Sovereign,,KSTA,Technical assistance cofinancing,10267,Cofinancing (Full administration),Ocean Resilience and Coastal Adaptation Trust Fund,0.65,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Low,,0.325,Technical assistance,US$,https://www.adb.org/projects/57034-001/main,,,,
20-Dec-23,57034-001,Strengthening Resilient and Sustainable Urban and Water Service Delivery in the Pacific,COO; FIJ; FSM; KIR; NAU; NIU; PAL; PNG; RMI; SAM; SOL; TON; TUV; VAN; REG ,Regional (Pacific),Pacific,SG,SG-WUD,Sovereign,,KSTA,Technical assistance cofinancing,10267,Cofinancing (Full administration),Ireland Trust Fund for Building Climate Change and Disaster Resilience in Small Island Developing States,0.7,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Low,,0.35,Technical assistance,US$,https://www.adb.org/projects/57034-001/main,,,,
14-Dec-23,57056-001,Rural Electrification Support Project,FIJ,Fiji,Pacific,PARD,PAEN,Sovereign,3.4,Investment Support,Grant cofinancing,9240,Cofinancing (Full administration),Japan Fund for Prosperous and Resilient Asia and the Pacific,3,Energy,Energy,Dual-use,Medium,2.8,0.2,Investment,US$,https://www.adb.org/projects/57056-001/main,,,,
18-Aug-23,57066-001,Capacity Development for Sustainable Rivers Management,SOL,Solomon Islands,Pacific,SG,SG-ENE,Sovereign,1,KSTA,Technical assistance,10135,ADB funds,Technical Assistance Special Fund,1,Energy,Energy,Dual-use,Low,0.125,0.125,Technical assistance,US$,https://www.adb.org/projects/57066-001/main,,,,
25-Oct-23,50121-001,Supporting Adaptation Decision Making for Climate Resilient Investments,REG,Regional,Regional,CCSD,CCRE,Sovereign,0.6,KSTA,Technical assistance,9414,ADB funds,Technical Assistance Special Fund,0.6,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Low,,0.1,Technical assistance,US$,https://www.adb.org/projects/50121-001/main,,,,
25-Oct-23,50121-001,Supporting Adaptation Decision Making for Climate Resilient Investments,REG,Regional,Regional,CCSD,CCRE,Sovereign,,KSTA,Technical assistance,9414,ADB funds,Technical Assistance Special Fund,,Water and other urban infrastructure and services,"Agriculture, natural resources and rural development",Adaptation,Low,,0.1,Technical assistance,US$,https://www.adb.org/projects/50121-001/main,,,,
25-Oct-23,50121-001,Supporting Adaptation Decision Making for Climate Resilient Investments,REG,Regional,Regional,CCSD,CCRE,Sovereign,,KSTA,Technical assistance,9414,ADB funds,Technical Assistance Special Fund,,Water and other urban infrastructure and services,Education,Adaptation,Low,,0.1,Technical assistance,US$,https://www.adb.org/projects/50121-001/main,,,,
25-Oct-23,50121-001,Supporting Adaptation Decision Making for Climate Resilient Investments,REG,Regional,Regional,CCSD,CCRE,Sovereign,,KSTA,Technical assistance,9414,ADB funds,Technical Assistance Special Fund,,Water and other urban infrastructure and services,Energy,Adaptation,Low,,0.1,Technical assistance,US$,https://www.adb.org/projects/50121-001/main,,,,
25-Oct-23,50121-001,Supporting Adaptation Decision Making for Climate Resilient Investments,REG,Regional,Regional,CCSD,CCRE,Sovereign,,KSTA,Technical assistance,9414,ADB funds,Technical Assistance Special Fund,,Water and other urban infrastructure and services,Health,Adaptation,Low,,0.075,Technical assistance,US$,https://www.adb.org/projects/50121-001/main,,,,
25-Oct-23,50121-001,Supporting Adaptation Decision Making for Climate Resilient Investments,REG,Regional,Regional,CCSD,CCRE,Sovereign,,KSTA,Technical assistance,9414,ADB funds,Technical Assistance Special Fund,,Water and other urban infrastructure and services,Information and communication technology,Adaptation,Low,,0.025,Technical assistance,US$,https://www.adb.org/projects/50121-001/main,,,,
25-Oct-23,50121-001,Supporting Adaptation Decision Making for Climate Resilient Investments,REG,Regional,Regional,CCSD,CCRE,Sovereign,,KSTA,Technical assistance,9414,ADB funds,Technical Assistance Special Fund,,Water and other urban infrastructure and services,Transport,Adaptation,Low,,0.1,Technical assistance,US$,https://www.adb.org/projects/50121-001/main,,,,
20-Nov-23,50404-001,Establishing a Support Facility for Article 6 of the Paris Agreement,REG,Regional,Regional,CCSD,CCRE,Sovereign,2.77608,KSTA,Technical assistance,9695,ADB funds,Technical Assistance Special Fund,1.5,Energy,Energy,Mitigation,Low,1.5,,Technical assistance,US$,https://www.adb.org/projects/50404-001/main,,,,
20-Nov-23,50404-001,Establishing a Support Facility for Article 6 of the Paris Agreement,REG,Regional,Regional,CCSD,CCRE,Sovereign,,KSTA,Technical assistance cofinancing,9695,Cofinancing (Full administration),"Germany (Federal Ministry for the Environment, Nature Conservation, and Nuclear Safety)",1.27608,Energy,Energy,Mitigation,Low,1.27608,,Technical assistance,US$,https://www.adb.org/projects/50404-001/main,,,,
05-Apr-23,52041-002,"Integrated High Impact Innovation in Sustainable Energy Technology - Energy System Analysis, Technology Road Maps and Feasibility Studies for Pilot Testing (Subproject 1)",REG,Regional,Regional,SG,SG-ENE,Sovereign,0.1,KSTA,Technical assistance cofinancing,9690,Cofinancing (Full administration),Korea Energy Agency,0.1,Energy,Energy,Dual-use,Low,0.08,0.02,Technical assistance,US$,https://www.adb.org/projects/52041-002/main,,,,
01-Aug-23,52206-004,"Asian Economic Integration: Building Knowledge for Policy Dialogue, 2023–2025 (Subproject 3)",REG,Regional,Regional,ERDI,ERCI,Sovereign,1.2,KSTA,Technical assistance,10136,ADB funds,Technical Assistance Special Fund,1.2,Multisector,Multisector,Mitigation,Low,0.25,,Technical assistance,US$,https://www.adb.org/projects/52206-004/main,,,,
25-Aug-23,53190-001,Southeast Asia Facility for Resilient Cities,REG,Regional,Regional,SG,SG-WUD,Sovereign,1.725,TRTA,Technical assistance,6752,ADB funds,Technical Assistance Special Fund,1.5,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Low,,,Technical assistance,US$,https://www.adb.org/projects/53190-001/main,,,,
25-Aug-23,53190-001,Southeast Asia Facility for Resilient Cities,REG,Regional,Regional,SG,SG-WUD,Sovereign,,TRTA,Technical assistance cofinancing,6752,Cofinancing (Full administration),ASEAN Australia Smart Cities Trust Fund,0.225,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Low,,,Technical assistance,US$,https://www.adb.org/projects/53190-001/main,,,,
20-Nov-23,53263-001,Achieving Water Sector Priorities in Asia and the Pacific under Strategy 2030,REG,Regional,Regional,SG,SG-WUD,Sovereign,2,KSTA,Technical assistance cofinancing,9875,Cofinancing (Full administration),Water Resilience Trust Fund,2,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Low,,1.5,Technical assistance,US$,https://www.adb.org/projects/53263-001/main,,,,
16-May-23,53348-001,Investing in Climate Change Adaptation through Agroecological Landscape Restoration: A Nature-Based Solution for Climate Resilience,REG,Regional,Regional,CCSD,CCRE,Sovereign,0.18,KSTA,Technical assistance,6539,ADB funds,Climate Change Fund,0.18,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Low,,0.18,Technical assistance,US$,https://www.adb.org/projects/53348-001/main,,,,
22-Jun-23,54130-001,Supporting the Integration of Urban Climate and Disaster Resilience in ADB's Urban Operations,BAN; CAM; IND; INO; KIR; LAO; NEP; PHI; PNG; SOL; TUV; VAN; VIE; REG,Regional,Regional,SG,SG-WUD,Sovereign,3,KSTA,Technical assistance cofinancing,10117,Cofinancing (Full administration),Urban Resilience Trust Fund under the Urban Financing Partnerships Facility,3,Multisector,Multisector,Dual-use,Low,0.25,1.25,Technical assistance,US$,https://www.adb.org/projects/54130-001/main,,,,
22-Jun-23,54130-001,Supporting the Integration of Urban Climate and Disaster Resilience in ADB's Urban Operations,BAN; CAM; IND; INO; KIR; LAO; NEP; PHI; PNG; SOL; TUV; VAN; VIE; REG,Regional,Regional,SG,SG-WUD,Sovereign,,KSTA,Technical assistance cofinancing,10117,Cofinancing (Full administration),Urban Resilience Trust Fund under the Urban Financing Partnerships Facility,,Multisector,Water and other urban infrastructure and services,Dual-use,Low,0.25,1.25,Technical assistance,US$,https://www.adb.org/projects/54130-001/main,,,,
04-Oct-23,54176-001,Building Institutional Capacity: Delivering Climate Solutions under Operational Priority 3 of Strategy 2030,REG,Regional,Regional,CCSD,CCRE,Sovereign,0.6,KSTA,Technical assistance,6627,ADB funds,Technical Assistance Special Fund,0.6,Public sector management,Public sector management,Mitigation,Low,0.6,,Technical assistance,US$,https://www.adb.org/projects/54176-001/main,,,,
20-Jan-23,55059-001,Improving Infrastructure Sustainability Through Better Asset Management,REG,Regional,Regional,SG,SG-TRA,Sovereign,0.6,KSTA,Technical assistance cofinancing,6756,Cofinancing (Full administration),Water Financing Facility - Multidonor TF,0.1,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Low,,0.1,Technical assistance,US$,https://www.adb.org/projects/55059-001/main,,,,
11-Dec-23,55059-001,Improving Infrastructure Sustainability Through Better Asset Management,REG,Regional,Regional,SG,SG-TRA,Sovereign,,KSTA,Technical assistance,6756,ADB funds,Technical Assistance Special Fund,0.5,Transport,Water and other urban infrastructure and services,Adaptation,Low,,0.5,Technical assistance,US$,https://www.adb.org/projects/55059-001/main,,,,
07-Feb-23,55273-001,Administration of Equity Investment in Nuventura GmbH,REG,Regional,Regional,PSOD,OPSD,Nonsovereign,3.5,Investment Support,Equity Cofinancing,8403,Cofinancing (Full administration),ADB Ventures Investment Fund 1,1.527400473,Energy,Energy,Mitigation,Low,1.527400473,,Investment,US$,https://www.adb.org/projects/55273-001/main,,,,
17-May-23,55273-001,Administration of Equity Investment in Nuventura GmbH,REG,Regional,Regional,PSOD,OPSD,Nonsovereign,,Investment Support,Equity Cofinancing,8403,Cofinancing (Full administration),ADB Ventures Investment Fund 1,0.00354003,Energy,Energy,Mitigation,Low,0.00354003,,Investment,US$,https://www.adb.org/projects/55273-001/main,,,,
17-May-23,55273-001,Administration of Equity Investment in Nuventura GmbH,REG,Regional,Regional,PSOD,OPSD,Nonsovereign,,Investment Support,Equity Cofinancing,8403,Cofinancing (Full administration),ADB Ventures Investment Fund 1,0.47982877,Energy,Energy,Mitigation,Low,0.47982877,,Investment,US$,https://www.adb.org/projects/55273-001/main,,,,
20-Jul-23,56058-001,Operationalizing the Community Resilience Partnership Program,BAN; CAM; INO; NEP; REG,Regional,Regional,CCSD,CCRE,Sovereign,1.5,KSTA,Technical assistance cofinancing,10125,Cofinancing (Full administration),Community Resilience Partnership Program Trust Fund,1.5,Public sector management,Public sector management,Adaptation,Low,,1,Technical assistance,US$,https://www.adb.org/projects/56058-001/main,,,,
20-Jul-23,56058-001,Operationalizing the Community Resilience Partnership Program,BAN; CAM; INO; NEP; REG,Regional,Regional,CCSD,CCRE,Sovereign,,KSTA,Technical assistance cofinancing,10125,Cofinancing (Full administration),Community Resilience Partnership Program Trust Fund,,Public sector management,Finance,Adaptation,Low,,0.5,Technical assistance,US$,https://www.adb.org/projects/56058-001/main,,,,
06-Mar-23,56138-001,Attached TA to the Pacific Disaster Resilience Program (Phase 4),KIR; SAM; SOL; TON; REG,Regional,Regional,PARD,PASP,Sovereign,,TRTA,Technical assistance,10095,ADB funds,Technical Assistance Special Fund,4.4,Public sector management,Public sector management,Adaptation,Low,,2.2,Technical assistance,US$,https://www.adb.org/projects/56138-001/main,,,,
22-Aug-23,56226-001,Operationalizing Paris Alignment in the Country Programming Processes,REG,Regional,Regional,CCSD,CCRE,Sovereign,0.4,KSTA,Technical assistance,10039,ADB funds,Technical Assistance Special Fund,0.4,Multisector,Multisector,Dual-use,Low,0.2,0.2,Technical assistance,US$,https://www.adb.org/projects/56226-001/main,,,,
16-Jun-23,56362-001,Advancing Gender Equality and Social Inclusion in South Asia Operations,REG,Regional,Regional,SARD,SAOC,Sovereign,4.5,TRTA,Technical assistance cofinancing,10114,Cofinancing (Full administration),Clean Energy Financing Partnership Facility (Clean Energy Fund),1.25,Education,Energy,Mitigation,Low,1.25,,Technical assistance,US$,https://www.adb.org/projects/56362-001/main,,,,
16-Jun-23,56362-001,Advancing Gender Equality and Social Inclusion in South Asia Operations,REG,Regional,Regional,SARD,SAOC,Sovereign,,TRTA,Technical assistance,10114,ADB funds,Technical Assistance Special Fund,1.25,Education,Education,Mitigation,Low,,,Technical assistance,US$,https://www.adb.org/projects/56362-001/main,,,,
16-Jun-23,56362-001,Advancing Gender Equality and Social Inclusion in South Asia Operations,REG,Regional,Regional,SARD,SAOC,Sovereign,,TRTA,Technical assistance,10114,ADB funds,Japan Special Fund,2,Education,Education,Mitigation,Low,,,Technical assistance,US$,https://www.adb.org/projects/56362-001/main,,,,
29-Mar-23,57013-001,Bridging the Gap Between Climate Adaptation Planning and Financing,ARM; BAN; LAO; PAL; TIM; REG,Regional,Regional,CCSD,CCRE,Sovereign,4,KSTA,Technical assistance,10098,ADB funds,Technical Assistance Special Fund,4,Public sector management,Public sector management,Adaptation,Low,,4,Technical assistance,US$,https://www.adb.org/projects/57013-001/main,,,,
14-Dec-23,57024-001,"Enhancing Environmental Sustainability through Inclusive, Integrated Solutions (formerly Mainstreaming Circular Economy Approaches for Sustainable Development)",REG,Regional,Regional,CCSD,CCRE,Sovereign,3.539998,KSTA,Technical assistance,10243,ADB funds,Technical Assistance Special Fund,3.51,"Agriculture, natural resources and rural development",Water and other urban infrastructure and services,Adaptation,Medium,,0.5,Technical assistance,US$,https://www.adb.org/projects/57024-001/main,,,,
14-Dec-23,57024-001,"Enhancing Environmental Sustainability through Inclusive, Integrated Solutions (formerly Mainstreaming Circular Economy Approaches for Sustainable Development)",REG,Regional,Regional,CCSD,CCRE,Sovereign,,KSTA,Technical assistance,10243,ADB funds,Technical Assistance Special Fund,,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Medium,,2.41,Technical assistance,US$,https://www.adb.org/projects/57024-001/main,,,,
14-Dec-23,57024-001,"Enhancing Environmental Sustainability through Inclusive, Integrated Solutions (formerly Mainstreaming Circular Economy Approaches for Sustainable Development)",REG,Regional,Regional,CCSD,CCRE,Sovereign,,KSTA,Technical assistance,10243,ADB funds,Technical Assistance Special Fund,,"Agriculture, natural resources and rural development",Finance,Adaptation,Medium,,0.6,Technical assistance,US$,https://www.adb.org/projects/57024-001/main,,,,
14-Dec-23,57024-001,"Enhancing Environmental Sustainability through Inclusive, Integrated Solutions (formerly Mainstreaming Circular Economy Approaches for Sustainable Development)",REG,Regional,Regional,CCSD,CCRE,Sovereign,,KSTA,Technical assistance cofinancing,10243,Cofinancing (Full administration),Global Environment Facility,0.029998,"Agriculture, natural resources and rural development",Water and other urban infrastructure and services,Adaptation,Medium,,0.004998,Technical assistance,US$,https://www.adb.org/projects/57024-001/main,,,,
14-Dec-23,57024-001,"Enhancing Environmental Sustainability through Inclusive, Integrated Solutions (formerly Mainstreaming Circular Economy Approaches for Sustainable Development)",REG,Regional,Regional,CCSD,CCRE,Sovereign,,KSTA,Technical assistance cofinancing,10243,Cofinancing (Full administration),Global Environment Facility,,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Medium,,0.02,Technical assistance,US$,https://www.adb.org/projects/57024-001/main,,,,
21-Dec-23,57033-001,Resilient and Inclusive Agricultural Development and Food Security in the Central Asia Regional Economic Cooperation Program Member Countries,"AZE; GEO; KAZ; KGZ; MON; PAK; PRC; TAJ; TKM; UZB; REG	",Regional,Regional,SG,SG-AFNR,Sovereign,3,KSTA,Technical assistance,10258,ADB funds,Technical Assistance Special Fund,3,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,High,0.9,2.1,Technical assistance,US$,https://www.adb.org/projects/57033-001/main,,,,
10-Aug-23,57051-001,Strengthening Women’s Resilience to Heat Stress in Asia and the Pacific,CAM; PAK; REG,Regional,Regional,CCSD,CCGE,Sovereign,2.885,KSTA,Technical assistance,10127,ADB funds,Technical Assistance Special Fund,1,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Low,,2.885,Technical assistance,US$,https://www.adb.org/projects/57051-001/main,,,,
04-Dec-23,57051-001,Strengthening Women’s Resilience to Heat Stress in Asia and the Pacific,CAM; PAK; REG,Regional,Regional,CCSD,CCGE,Sovereign,,KSTA,Technical assistance,10127,ADB funds,Technical Assistance Special Fund,1.885,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Low,,,Technical assistance,US$,https://www.adb.org/projects/57051-001/main,,,,
05-May-23,57055-001,Increasing Investments in Early Warning Systems to Strengthen Climate and Disaster Resilience,REG,Regional,Regional,CCSD,CCRE,Sovereign,0.225,KSTA,Technical assistance,10103,ADB funds,Technical Assistance Special Fund,0.225,Public sector management,Public sector management,Adaptation,Low,,0.1125,Technical assistance,US$,https://www.adb.org/projects/57055-001/main,,,,
10-Jun-23,57058-001,Strengthening Capacity for Livable and Resilient Cities,BAN; BHU; MLD; NEP; SRI; REG,Regional,Regional,SG,SG-WUD,Sovereign,3.6,TRTA,Technical assistance,10111,ADB funds,Technical Assistance Special Fund,3.6,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Low,,0.36,Technical assistance,US$,https://www.adb.org/projects/57058-001/main,,,,
23-Jun-23,57064-001,Developing Inclusive and Resilient Social Protection Systems in Asia and the Pacific,BAN; CAM; IND; INO; KIR; LAO; NEP; PHI; PNG; SOL; TUV; VAN; VIE; REG,Regional,Regional,SG,SG-HSD,Sovereign,1.095,KSTA,Technical assistance,10119,ADB funds,Technical Assistance Special Fund,1.095,Public sector management,Public sector management,Adaptation,Low,,0.1,Technical assistance,US$,https://www.adb.org/projects/57064-001/main,,,,
23-Jun-23,57064-001,Developing Inclusive and Resilient Social Protection Systems in Asia and the Pacific,BAN; CAM; IND; INO; KIR; LAO; NEP; PHI; PNG; SOL; TUV; VAN; VIE; REG,Regional,Regional,SG,SG-HSD,Sovereign,,KSTA,Technical assistance,10119,ADB funds,Technical Assistance Special Fund,,Public sector management,Education,Adaptation,Low,,0.05,Technical assistance,US$,https://www.adb.org/projects/57064-001/main,,,,
23-Jun-23,57064-001,Developing Inclusive and Resilient Social Protection Systems in Asia and the Pacific,BAN; CAM; IND; INO; KIR; LAO; NEP; PHI; PNG; SOL; TUV; VAN; VIE; REG,Regional,Regional,SG,SG-HSD,Sovereign,,KSTA,Technical assistance,10119,ADB funds,Technical Assistance Special Fund,,Public sector management,Information and communication technology,Adaptation,Low,,0.05,Technical assistance,US$,https://www.adb.org/projects/57064-001/main,,,,
23-Jun-23,57064-001,Developing Inclusive and Resilient Social Protection Systems in Asia and the Pacific,BAN; CAM; IND; INO; KIR; LAO; NEP; PHI; PNG; SOL; TUV; VAN; VIE; REG,Regional,Regional,SG,SG-HSD,Sovereign,,KSTA,Technical assistance,10119,ADB funds,Technical Assistance Special Fund,,Public sector management,Finance,Adaptation,Low,,0.05,Technical assistance,US$,https://www.adb.org/projects/57064-001/main,,,,
22-Nov-23,57092-002,"Strengthening Policies on Climate Change in Asia and the Pacific through Economic Research, 2023-2025 (Subproject 1)",BAN; IND; PAK; REG,Regional,Regional,ERDI,EREA,Sovereign,1.95,KSTA,Technical assistance,10191,ADB funds,Technical Assistance Special Fund,1.95,Energy,Water and other urban infrastructure and services,Dual-use,Low,0.05,0.075,Technical assistance,US$,https://www.adb.org/projects/57092-002/main,,,,
22-Nov-23,57092-002,"Strengthening Policies on Climate Change in Asia and the Pacific through Economic Research, 2023-2025 (Subproject 1)",BAN; IND; PAK; REG,Regional,Regional,ERDI,EREA,Sovereign,,KSTA,Technical assistance,10191,ADB funds,Technical Assistance Special Fund,,Energy,Health,Dual-use,Low,0.07,0.13,Technical assistance,US$,https://www.adb.org/projects/57092-002/main,,,,
22-Nov-23,57092-002,"Strengthening Policies on Climate Change in Asia and the Pacific through Economic Research, 2023-2025 (Subproject 1)",BAN; IND; PAK; REG,Regional,Regional,ERDI,EREA,Sovereign,,KSTA,Technical assistance,10191,ADB funds,Technical Assistance Special Fund,,Energy,Energy,Dual-use,Low,0.6,,Technical assistance,US$,https://www.adb.org/projects/57092-002/main,,,,
